specObjID,plateid,mjd,fiberid,ra,dec,primtarget,sectarget,targettype,spectrotype,subclass,z,z_err,z_warning,v_disp,v_disp_err,sn_median,e_bv_sfd,release,reliable,EW_Ha_6562,EW_Ha_6562_Err,sfr_fib_p50,bptclass,logMass,SFR,Metallicity
534876430874470400,475,51965,269,141.6864,1.154274,96,0,GALAXY,GALAXY,,0.01693779,1.32639E-05,0,56.93031,5.834881,28.75051,0.05330329,dr123,1,1.852569,0.08989316,-1.412001,3,9.63,0,0.04
536045492467951616,476,52314,426,143.5436,0.2579724,64,0,GALAXY,GALAXY,STARBURST,0.01580816,6.239417E-06,0,15.49538,19.44759,15.50429,0.03860828,dr123,1,63.30361,3.328082,-1.773531,1,8.75,0.3,0.01
540570252241561600,480,51989,503,146.998,2.222675,64,0,GALAXY,GALAXY,STARFORMING,0.006431607,4.942902E-06,0,0,21.13512,16.12098,0.1299649,dr123,1,25.33899,-9999,-3.063029,1,7.45,0,0.01
541585924748765184,481,51908,102,148.6874,1.609423,64,0,GALAXY,GALAXY,STARBURST,0.006544846,4.641413E-06,0,96.69267,41.67458,6.678812,0.02545508,dr123,1,71.17207,8.037078,-2.875046,1,7.02,0,0.004
1690115186016413696,1501,53740,507,21.81224,1.027347,64,0,GALAXY,GALAXY,STARBURST,0.01816202,5.700213E-06,0,279.3582,140.0602,3.884242,0.0299201,special,1,98.41587,15.01302,-2.152629,1,5.57,0,0.02
1701299679850948608,1511,52946,236,41.58432,-0.234709,64,0,GALAXY,GALAXY,STARBURST,0.009189581,5.426475E-06,0,239.0088,63.97441,2.958085,0.03246285,special,1,101.3198,-9999,-9999,1,5.27,0,0.04
439230461630244864,390,51816,471,5.440835,0.5575427,64,0,GALAXY,GALAXY,STARFORMING,0.01778472,1.038743E-05,0,16.3245,14.92121,14.15221,0.02296733,extra,1,13.53177,0.4473284,-2.491811,4,8.85,0,0.02
443731312411437056,394,51812,461,12.95589,0.5647847,68,0,QSO,GALAXY,STARBURST,0.0154424,2.800436E-06,0,0,86.01653,20.6477,0.02367405,extra,1,256.222,-9999,-1.157681,1,8.3,0.1,0.01
449374830802790400,399,51817,512,21.41399,0.1304079,64,0,GALAXY,GALAXY,STARFORMING,0.01707689,9.397973E-06,0,55.85008,32.40434,7.748969,0.03333989,dr123,1,15.17735,-9999,-2.508333,1,8.48,0,0.04
451522726281111552,401,51788,134,25.62873,-0.8194515,64,0,GALAXY,GALAXY,STARFORMING,0.01730886,9.736685E-06,0,50.10188,12.18625,15.91524,0.02825565,dr123,1,19.67904,0.5706551,-1.325736,1,9.27,0.3,0.004
451581000397383680,401,51788,346,24.40472,0.04017442,64,0,GALAXY,GALAXY,STARFORMING,0.01640047,7.253981E-06,0,27.90771,23.02516,17.19759,0.04586618,dr123,1,26.0371,0.7543346,-1.52151,1,8.94,0,0.01
591248947322841088,525,52295,551,198.6358,2.564708,64,0,GALAXY,GALAXY,STARFORMING,0.01991638,5.155041E-06,0,38.57801,10.37638,22.32181,0.02642949,dr123,1,43.1902,1.935725,-1.591501,1,8.65,0.3,0.004
593388872616929280,527,52342,144,202.4823,1.54405,64,0,GALAXY,GALAXY,STARBURST,0.003492487,5.756025E-06,0,0,76.27701,7.873718,0.02749952,dr123,1,60.80534,4.580238,-3.543869,1,7.02,0,0.01
594512843009714176,528,52022,137,203.8523,1.410558,96,0,GALAXY,GALAXY,,0.01745353,7.358379E-06,0,123.6592,2.858294,61.30786,0.02464219,dr123,1,6.365806,0.2086917,-2.461684,4,10.96,0,0.02
368325438675642368,327,52294,568,174.24,-1.684712,64,0,GALAXY,GALAXY,STARFORMING,0.01935199,7.136006E-06,0,94.38209,24.85779,7.2588,0.02270614,dr123,1,37.58096,4.674378,-2.179279,1,8.67,0,0.01
371601984601483264,330,52370,200,177.984,-2.642431,96,0,GALAXY,GALAXY,STARFORMING,0.01292812,9.781284E-06,0,28.06549,19.90845,19.13897,0.01790979,dr123,1,24.06654,0.5233376,-1.561075,1,9.09,0.2,0.004
371658609450313728,330,52370,406,178.2227,-1.449273,64,0,GALAXY,GALAXY,STARBURST,0.0187608,6.689093E-06,0,119.5775,41.4537,3.875261,0.02308443,dr123,1,27.34604,5.053906,-2.105756,1,7.72,0,0.004
372791931027089408,331,52368,433,179.8981,-2.191677,64,0,GALAXY,GALAXY,STARFORMING,0.01855001,8.177959E-06,0,111.0512,30.86354,8.967127,0.02694945,dr123,1,18.60042,1.136523,-2.061054,1,8.16,0,0.004
374927731441297408,333,52313,11,185.7976,-3.491122,64,0,GALAXY,GALAXY,STARBURST,0.01125988,3.872626E-06,0,0,40.29064,11.44631,0.04308724,dr123,1,92.06638,-9999,-2.305986,1,7.65,0.1,0.004
378461006789109760,336,51999,577,191.8014,-1.569306,64,0,GALAXY,GALAXY,STARBURST,0.00943596,6.065827E-06,0,17.00925,27.0459,8.509565,0.02765562,dr123,1,42.64226,3.77535,-2.593371,1,7.91,0,0.01
659801018850109440,586,52023,86,220.012,3.041177,64,0,GALAXY,GALAXY,STARFORMING,0.0056382,6.931044E-06,0,22.43822,66.05313,5.390876,0.03050884,dr123,1,26.17261,2.583315,-3.163218,1,7.35,0,0.004
662100372642359296,588,52029,259,223.0081,2.978288,64,0,GALAXY,GALAXY,STARBURST,0.006033804,5.21148E-06,0,223.8758,55.22168,3.823165,0.04470772,extra,1,27.56994,9.845661,-2.789433,1,6.89,0,0.01
574254897046775808,510,52381,167,168.5219,2.198652,64,0,GALAXY,GALAXY,STARFORMING,0.004586123,7.820327E-06,0,0,37.89172,4.465938,0.03811838,dr123,1,42.28418,-9999,-3.583107,1,3.61,0,0.01
584386895052564480,519,52283,163,185.8476,1.815186,64,0,GALAXY,GALAXY,STARFORMING,0.006295419,8.392276E-06,0,208.123,57.56662,7.478892,0.02287308,dr123,1,29.00858,-9999,-2.385804,1,7.06,0,0.01
585585087932819456,520,52288,426,187.5679,3.072929,64,0,GALAXY,GALAXY,STARFORMING,0.01365963,1.136294E-05,0,53.38419,33.83261,6.662314,0.02521741,dr123,1,18.38034,2.414806,-2.472233,1,7.88,0,0.004
586660685820225536,521,52326,243,189.6497,1.402285,64,0,GALAXY,GALAXY,STARFORMING,0.01735859,1.557476E-05,0,74.41702,9.947775,16.38964,0.02253,dr123,1,6.746846,0.267292,-1.809246,1,9.33,0,0.004
1109130196281223168,985,52431,432,316.2165,0.4479853,96,0,GALAXY,GALAXY,BROADLINE,0.01377354,8.938523E-06,0,90.25713,3.326103,36.29219,0.08470424,dr123,1,0.2781578,0.1031828,-2.860835,5,9.9,0,0.02
1214880403194669056,1079,52621,125,21.73791,-0.8937,64,0,GALAXY,GALAXY,STARFORMING,0.01952574,7.283279E-06,0,0,59.44301,9.132341,0.03195889,special,1,23.22845,-9999,-2.33167,1,8.39,0.1,0.01
1214944999502800896,1079,52621,360,20.33706,0.092493,64,0,GALAXY,GALAXY,STARBURST,0.01250974,6.041061E-06,0,41.85064,34.67625,10.47883,0.03311884,special,1,153.5938,-9999,-1.964937,1,6.44,0.4,0.004
1342247005992282112,1192,52649,634,137.1523,5.29082,192,0,GALAXY,GALAXY,STARBURST,0.001984778,5.346224E-06,0,0,103.9312,3.284811,0.04492264,dr123,1,4.772617,-9999,-2.207099,1,5.68,0,0.01
1220631398260434944,1084,52591,567,13.22081,1.212052,64,0,GALAXY,GALAXY,STARBURST,0.006028104,8.155253E-06,0,380.3681,79.43113,2.7173,0.02368818,special,1,79.9823,16.26314,-2.930581,1,4.62,0,0.004
532714790410283008,473,51929,597,140.8051,2.060193,64,0,GALAXY,GALAXY,STARFORMING,0.0172364,1.384589E-05,0,25.18464,14.35541,21.43558,0.04412888,dr123,1,11.84978,0.2905899,-2.084719,1,8.95,0.1,0.02
1686755889257670656,1498,52914,574,16.86122,0.890773,320,0,GALAXY,GALAXY,STARFORMING,0.01835782,9.055782E-06,0,0,20.95311,5.993915,0.0260568,special,1,25.1114,1.985645,-2.23448,1,7.98,0,0.01
1695680626633500672,1506,53003,274,30.54853,-0.125545,192,0,GALAXY,GALAXY,STARBURST,0.0196057,7.87446E-06,0,115.0898,33.27561,7.021783,0.02677761,special,1,110.9573,5604.863,-1.319418,1,7.25,7.1,0.01
1695726531243960320,1506,53003,441,31.75115,1.012258,192,0,GALAXY,GALAXY,STARFORMING,0.01954617,5.947345E-06,0,237.1755,66.56562,4.194977,0.02624348,special,1,46.5647,5.240053,-9999,1,8.9,0.2,0.01
1735158328981481472,1541,53732,533,3.83616,1.076943,64,0,GALAXY,GALAXY,STARBURST,0.00685822,5.956759E-06,0,508.2292,146.0593,1.158138,0.02434519,special,1,550.65,-9999,-9999,1,5.43,0,0.01
1757565814455691264,1561,53032,131,42.22534,-0.344981,64,0,GALAXY,GALAXY,STARBURST,0.009125949,6.130992E-06,0,375.4076,235.9071,2.083472,0.0522624,special,1,256.5139,-9999,-9999,1,4.56,0,0.02
439270593804658688,390,51816,617,6.393375,0.8468471,64,0,GALAXY,GALAXY,STARFORMING,0.01786125,1.314244E-05,0,49.69803,18.40845,11.84056,0.02331357,extra,1,12.12011,0.557573,-2.303824,1,9.13,0.2,0.004
443690356677044224,394,51876,312,11.69608,-0.7008165,64,0,GALAXY,GALAXY,STARFORMING,0.01582678,7.767117E-06,0,0,26.19785,11.07113,0.01955414,extra,1,28.40121,1.827226,-2.030483,1,8.24,0,0.004
447074652091607040,397,51794,336,17.28322,1.120985,64,0,GALAXY,GALAXY,STARBURST,0.003895254,5.421848E-06,0,74.53252,40.80491,7.432675,0.02539286,dr123,1,229.2665,-9999,-2.845534,1,3.86,0,0.04
450437508841367552,400,51820,282,22.9776,-0.8146486,64,0,GALAXY,GALAXY,STARFORMING,0.01794365,1.130201E-05,0,37.89766,11.72405,15.67855,0.0355228,dr123,1,18.61032,0.5626093,-1.548275,1,8.71,0,0.004
453813835027998720,403,51871,277,28.76512,0.01212901,64,0,GALAXY,GALAXY,STARFORMING,0.01795866,1.98116E-05,0,16.73757,57.88597,3.552783,0.03321814,dr123,1,13.2989,2.152944,-9999,1,7.88,0,0.01
940242184836245504,835,52326,421,168.3021,5.196318,64,0,GALAXY,GALAXY,STARFORMING,0.008474485,9.576579E-06,0,13.2882,22.94924,11.97363,0.06324346,dr123,1,18.82356,1.020268,-2.843728,1,8.53,0,0.01
952609767862331392,846,52407,358,188.8518,5.048283,64,0,GALAXY,GALAXY,STARBURST,0.006063128,4.55817E-06,0,37.42355,44.2401,11.34031,0.02381436,dr123,1,492.2347,-9999,-1.821155,1,7.38,0,0.01
957088077564635136,850,52338,266,197.0493,4.751269,66,0,QSO,GALAXY,STARFORMING,0.0194471,6.851733E-06,0,37.59391,24.14149,11.45933,0.02724833,dr123,1,23.5298,0.5721812,-2.160251,1,7.16,0,0.04
594624443439933440,528,52022,543,204.6206,2.528702,64,0,GALAXY,GALAXY,STARFORMING,0.01805642,6.674603E-06,0,113.2497,55.97691,8.928333,0.02276987,dr123,1,32.80685,2.526884,-2.151911,1,8.14,0,0.01
604716860755175424,537,52027,395,220.6915,2.123842,64,0,QA,GALAXY,STARFORMING,0.005334754,6.459021E-06,0,17.545,19.23875,15.17325,0.03878171,dr123,1,21.09953,1.116725,-3.196663,1,7.88,0,0.004
367204213052172288,326,52375,585,172.8837,-2.30919,96,0,GALAXY,GALAXY,BROADLINE,0.01581905,1.163381E-05,0,70.8204,4.451776,28.85164,0.03080255,dr123,1,1.608773,0.1366102,-9999,3,10.18,0.1,0.01
371710011618912256,330,52370,593,179.2583,-2.481459,64,0,GALAXY,GALAXY,STARFORMING,0.0191913,8.73967E-06,0,0,49.96342,10.71964,0.02016687,dr123,1,24.3636,0.5625501,-1.480723,1,9.25,0.1,0.04
372676482306172928,331,52368,13,181.232,-3.199508,96,0,GALAXY,GALAXY,STARFORMING,0.01943837,1.347033E-05,0,98.33002,4.053856,32.70961,0.03083724,dr123,1,8.308377,0.2234073,-0.9036087,1,9.87,0.2,0.04
568741944671365120,505,52317,591,159.8516,2.444234,64,0,GALAXY,GALAXY,STARBURST,0.01905684,4.940952E-06,0,16.51765,48.14344,11.29598,0.03415553,dr123,1,168.5494,-9999,-1.054026,1,7.75,0.2,0.004
578792575041824768,514,51994,291,175.2073,1.758875,96,0,GALAXY,GALAXY,AGN,0.01988713,1.154151E-05,0,67.40915,3.853065,29.14682,0.02393034,dr123,1,2.578101,0.1279462,-1.910367,4,9.79,0,0.02
579888239335204864,515,52051,181,178.1411,2.026957,64,0,GALAXY,GALAXY,STARFORMING,0.01975345,6.585288E-06,0,68.98702,27.32748,10.27611,0.01850057,dr123,1,32.20542,-9999,-2.147956,1,8.3,0.3,0.004
585495202857248768,520,52288,99,188.5086,1.765486,64,0,GALAXY,GALAXY,STARFORMING,0.008275687,5.432312E-06,0,0,45.45528,8.451178,0.01856022,dr123,1,38.29335,4.239562,-3.09586,1,7.37,0,0.01
1106887467639793664,983,52443,465,313.3526,0.6519608,96,0,GALAXY,GALAXY,STARFORMING,0.01272934,9.142335E-06,0,51.04895,8.843288,21.97451,0.08543931,dr123,1,19.77471,0.3748965,-1.239254,3,9.97,0,0.04
799471983946393600,710,52203,302,46.14479,-0.4752317,68,0,QA,GALAXY,STARBURST,0.005603237,5.286508E-06,0,38.18228,26.36626,14.5051,0.08691375,special,1,77.97094,3.095882,-2.660969,1,7.34,0,0.01
1205842417949894656,1071,52641,13,39.17348,-0.018333,64,0,GALAXY,GALAXY,STARBURST,0.003793943,4.275226E-06,0,0,23.59071,2.843427,0.02868575,special,1,490.7726,-9999,-2.781096,1,6.6,0,0.01
1217252598021646336,1081,52531,563,18.69722,1.12129,96,0,GALAXY,GALAXY,STARFORMING,0.01579879,1.482243E-05,0,46.14986,5.545386,30.67137,0.03731153,special,1,13.37042,0.3147956,-0.9569392,1,9.57,0.2,0.04
1218284214672189440,1082,52523,220,16.14944,-0.918385,64,0,GALAXY,GALAXY,STARFORMING,0.01869018,1.946277E-05,0,82.48058,20.9061,8.412685,0.03081886,special,1,7.301714,0.5432189,-2.291097,1,8.44,0,0.004
528089419601700864,469,51913,154,134.8368,0.8617316,64,0,GALAXY,GALAXY,STARBURST,0.0131003,3.332731E-06,0,36.83437,39.81381,13.10169,0.04585933,dr123,1,222.1553,13.31359,-1.575761,1,7.96,0,0.01
529269745602553856,470,51929,352,134.8154,0.3916403,64,0,QA,GALAXY,STARBURST,0.01138424,7.221801E-06,0,13.80886,13.92951,28.16458,0.0309394,dr123,1,48.4912,-9999,-1.722007,1,8.59,0.1,0.004
531434409555945472,472,51955,35,139.7569,0.1725828,64,0,GALAXY,GALAXY,STARFORMING,0.01746398,1.752703E-05,0,850,-3,4.117797,0.0312458,dr123,1,10.54187,0.4268904,-2.174698,2,7.48,0,0.04
533746408386226176,474,52000,254,140.8194,-0.7309281,64,0,GALAXY,GALAXY,STARBURST,0.01193792,4.817143E-06,0,40.64973,46.80143,4.794877,0.03816009,dr123,1,130.4952,-9999,-2.643894,1,3.95,0,0.04
2049218165400954880,1820,54208,292,232.4045,5.972679,64,0,GALAXY,GALAXY,STARFORMING,0.01830146,8.471362E-06,0,57.82827,18.50175,13.39352,0.04836651,dr7,1,17.65057,0.8367116,-2.22498,1,8.48,0,0.01
2058147287518963712,1828,53504,8,219.9353,5.353312,64,0,GALAXY,GALAXY,STARFORMING,0.00587251,1.951286E-05,0,41.74655,41.49899,6.326561,0.04131015,dr5,1,9.779782,1.050616,-2.682708,1,7.78,0,0.004
2058152510199195648,1828,53504,27,220.429,5.952756,96,0,GALAXY,GALAXY,STARFORMING,0.01527789,1.296743E-05,0,57.09211,9.224622,30.30982,0.03894106,dr5,1,13.28021,0.5954438,-1.80695,1,9.26,0.5,0.01
1691164944759810048,1502,53741,230,23.50173,-1.066192,320,0,GALAXY,GALAXY,STARBURST,0.01602156,5.957586E-06,0,0,110.6743,1.981694,0.03531654,special,1,4.387525,-9999,-1.831306,1,5.38,0,0.01
1701396711752099840,1511,52946,589,42.71751,0.004851,64,0,GALAXY,GALAXY,STARBURST,0.005273103,4.290408E-06,0,0,35.59072,2.650136,0.07352069,special,1,396.1436,67.51211,-2.047206,1,6.07,0,0.02
1750858522926540800,1555,53287,306,28.7119,-0.522549,64,0,GALAXY,GALAXY,STARBURST,0.01563196,5.551641E-06,0,323.9631,108.6151,4.89113,0.03072714,special,1,34.89608,3.769188,-9999,1,6.92,0,0.004
1399572523321944064,1243,52930,287,56.33038,-0.9659387,64,0,GALAXY,GALAXY,STARFORMING,0.01350906,5.316694E-06,0,127.7866,68.25526,8.457188,0.1217211,special,1,34.01802,-9999,-2.369657,1,7.42,0,0.01
441513047383631872,392,51793,583,9.895102,0.8598894,96,0,GALAXY,GALAXY,STARFORMING,0.0146116,1.058522E-05,0,53.44995,5.444004,34.70672,0.02011867,dr123,1,37.22134,0.8655952,-0.5814653,1,10.31,0,0.01
449357788372559872,399,51817,450,21.41552,1.1781,64,0,GALAXY,GALAXY,STARFORMING,0.01949208,1.468912E-05,0,52.45869,8.699283,19.56587,0.02667885,dr123,1,12.29951,0.4087342,-1.414528,1,9.55,0.4,0.01
455002406107768832,404,51812,505,31.44321,0.6260684,64,0,GALAXY,GALAXY,BROADLINE,0.01951272,1.047828E-05,0,74.78261,3.842312,33.06926,0.02552364,dr123,1,0.5257946,0.135667,-2.033233,2,9.68,0,0.02
455005705733171200,404,51877,517,31.32597,0.05554678,64,0,GALAXY,GALAXY,STARFORMING,0.01975797,1.059036E-05,0,0,44.71263,8.044372,0.02421155,extra,1,17.47088,0.630742,-1.830407,1,9.21,0.1,0.004
946911823192418304,841,52375,109,180.6514,4.549944,64,0,GALAXY,GALAXY,STARFORMING,0.0189063,1.148585E-05,0,0,40.57465,5.459709,0.01890557,dr123,1,11.8301,1.602235,-2.528788,1,8.07,0,0.01
952568811054196736,846,52407,209,189.9574,3.935484,64,0,GALAXY,GALAXY,STARFORMING,0.004827602,8.756683E-06,0,33.34784,29.13911,20.7391,0.03578902,dr123,1,11.62441,-9999,-3.413459,1,7.64,0,0.01
953669697390274560,847,52426,118,192.4506,4.489893,64,0,GALAXY,GALAXY,STARBURST,0.01397781,5.04749E-06,0,39.51712,19.29602,17.10618,0.03744682,dr123,1,75.33993,-9999,-1.744702,1,7.81,0,0.004
953681517140273152,847,52426,161,192.0003,4.434278,64,0,GALAXY,GALAXY,STARBURST,0.003493537,5.636326E-06,0,60.48231,27.36042,10.13376,0.03083754,dr123,1,53.71011,-9999,-3.483679,1,7.31,0,0.01
954777184554215424,848,52669,51,194.2379,4.064887,64,0,GALAXY,GALAXY,STARBURST,0.002782644,6.396362E-06,0,0,27.60262,11.79481,0.03040512,dr123,1,111.3671,-9999,-3.004341,1,7.39,0,0.01
594629940998072320,528,52022,563,204.7773,3.41928,64,0,GALAXY,GALAXY,STARFORMING,0.01140044,1.039041E-05,0,12.70216,67.82462,6.505455,0.02269772,dr123,1,17.41483,2.593901,-3.066449,1,7.69,0,0.02
596737429977720832,530,52026,38,208.2536,2.262237,64,0,GALAXY,GALAXY,STARFORMING,0.01460306,1.097995E-05,0,17.52715,27.79144,13.53761,0.02985976,dr123,1,14.23609,0.237549,-2.185352,1,9.14,0.1,0.004
1114807250263762944,990,52465,605,326.6648,1.175899,64,0,GALAXY,GALAXY,STARBURST,0.01494732,5.714129E-06,0,190.0605,85.34092,4.078533,0.1249516,dr123,1,32.55892,5.254961,-2.01079,1,6.46,0,0.02
367065399709165568,326,52375,80,172.9255,-2.340451,64,0,QA,GALAXY,STARFORMING,0.01582608,6.200078E-06,0,63.91122,20.81612,10.84449,0.03039897,dr123,1,23.34794,-9999,-2.145583,1,8.26,0,0.004
372732007643375616,331,52368,215,180.1976,-3.420111,64,0,GALAXY,GALAXY,STARBURST,0.004978012,3.328838E-06,0,0,38.51231,15.2753,0.03061912,dr123,1,119.0916,6.902246,-2.378306,1,7.32,0,0.01
380601750811338752,338,51694,173,195.1026,-2.709124,64,0,GALAXY,GALAXY,STARFORMING,0.01847922,6.457157E-06,0,46.53867,8.845991,24.28376,0.03115428,dr123,1,27.19473,0.7711069,-1.327296,1,8.98,0.1,0.01
381776029196249088,339,51692,349,195.2643,-1.953584,64,0,GALAXY,GALAXY,STARFORMING,0.00489449,4.70895E-06,0,691.5,226.2742,6.129344,0.02134456,dr123,1,51.08124,4.837089,-3.363212,1,5.36,0,0.02
903036634876897280,802,52289,236,45.54293,-0.6847095,64,0,GALAXY,GALAXY,STARBURST,0.01368859,6.510542E-06,0,74.8252,40.80491,4.735805,0.1098751,special,1,26.83467,2.838845,-9999,1,7.52,0,0.01
568704836153927680,505,52317,456,158.8546,3.294431,64,0,GALAXY,GALAXY,STARFORMING,0.01888108,1.194987E-05,0,0,52.17237,10.74431,0.03772893,dr123,1,15.89413,0.7720364,-2.185573,1,8.91,0.1,0.004
585631542299092992,520,52288,595,188.6458,2.568814,64,0,GALAXY,GALAXY,STARFORMING,0.006154884,1.862689E-05,0,77.05224,16.85472,14.34993,0.02089713,dr123,1,6.304354,0.4825538,-2.651965,2,8.07,0,0.004
784924895740979200,697,52226,628,23.78659,0.7177463,64,0,GALAXY,GALAXY,STARBURST,0.01740419,6.31239E-06,0,0,23.51416,20.01671,0.0304614,special,1,43.88277,9.915847,-1.556246,1,8.52,0.1,0.004
794917806717036544,706,52199,118,40.66324,0.00604379,1,0,QA,GALAXY,STARFORMING,0.003790569,5.629818E-05,0,96.08254,19.04796,7.492797,0.03324474,special,1,3.105928,0.7793133,-9999,-1,8.39,0,0.02
1105763217386268672,982,52466,471,311.8349,0.4840567,96,0,GALAXY,GALAXY,BROADLINE,0.01410405,7.285233E-06,0,161.468,3.027912,52.3929,0.09563705,dr123,1,1.147022,0.18171,-2.308765,4,10.12,0,0.02
1232914866113636352,1095,52521,198,351.0889,-0.10817,64,0,GALAXY,GALAXY,STARBURST,0.008917743,3.166824E-06,0,0,21.0581,10.98448,0.04702026,special,1,4.366968,0.5500807,-1.839936,1,6.3,0.2,0.01
1233034438003156992,1095,52521,633,352.4732,0.251271,64,0,GALAXY,GALAXY,STARFORMING,0.01700051,7.721363E-06,0,0,52.60768,7.868209,0.04365475,special,1,20.18679,5.080652,-2.539409,1,7.99,0,0.004
525859609819244544,467,51901,234,131.1037,0.3428321,64,0,GALAXY,GALAXY,STARBURST,0.01445905,4.901522E-06,0,13.6155,23.30866,16.20795,0.03455257,dr123,1,48.28081,0.6991556,-1.708621,1,7.86,0.1,0.004
537228012391786496,477,52026,632,146.2259,2.46551,64,0,GALAXY,GALAXY,STARFORMING,0.01994256,5.928127E-06,0,91.96058,35.35102,5.964412,0.07603598,dr123,1,36.5166,-9999,-2.211418,1,8.46,0,0.01
2054852600926332928,1825,53504,310,212.0473,5.811558,96,0,GALAXY,GALAXY,AGN,0.01730789,7.500236E-06,0,115.57,2.885254,46.49096,0.02295968,dr5,1,2.132408,0.0292396,-2.540016,4,10.19,0,0.02
2068283410169751552,1837,53494,19,241.7233,3.793512,96,0,GALAXY,GALAXY,BROADLINE,0.01861741,8.3553E-06,0,141.842,3.450568,47.20381,0.09459412,dr5,1,1.829084,0.1704172,-1.780761,4,10.43,0.3,0.04
444739564087568384,395,51783,33,15.88999,-0.6069812,64,0,GALAXY,GALAXY,STARFORMING,0.01762953,9.588674E-06,0,28.49662,48.02402,8.153377,0.03256541,dr123,1,11.21763,0.7806385,-2.398388,1,8.09,0,0.01
445882232100382720,396,51816,94,16.47562,-0.9860458,64,0,GALAXY,GALAXY,STARFORMING,0.01766924,7.014176E-06,0,0,32.59542,6.165936,0.04117832,dr123,1,24.37947,0.3005658,-1.832183,1,8.09,0,0.004
447010055783475200,397,51794,101,18.03596,-0.4102398,96,0,GALAXY,GALAXY,BROADLINE,0.01819565,9.597055E-06,0,128.3619,3.629252,37.78228,0.0273467,dr123,1,1.259214,0.1427539,-2.390452,5,10.53,0,0.02
448195604112238592,398,51789,318,18.55557,-0.283934,64,0,GALAXY,GALAXY,STARFORMING,0.01793556,1.789077E-05,0,35.9839,20.02897,15.31235,0.02842803,dr123,1,6.477554,0.2928675,-2.191481,2,9.02,0,0.01
448283839920367616,398,51789,639,20.03224,0.07702953,96,0,GALAXY,GALAXY,STARFORMING,0.01857551,1.01349E-05,0,50.32028,10.3889,22.45047,0.03739096,dr123,1,29.57382,0.7696868,-0.6806676,1,9.68,0.4,0.04
453823455754741760,403,51871,312,28.60969,-0.211875,96,0,GALAXY,GALAXY,,0.01824253,9.536816E-06,0,83.83745,3.63818,32.74902,0.0316782,dr123,1,1.376307,0.1718031,-1.997628,4,10.1,0.1,0.04
454974368561260544,404,51812,403,31.20016,1.207762,64,0,GALAXY,GALAXY,STARFORMING,0.01965183,8.818962E-06,0,46.63963,23.9729,7.565451,0.02491022,dr123,1,18.66922,3.342909,-2.107893,1,8.69,0.1,0.004
455005979520559104,404,51812,518,31.32597,0.05554678,64,0,GALAXY,GALAXY,STARFORMING,0.01978161,1.213777E-05,0,68.01356,19.29182,9.588272,0.02421155,dr123,1,17.57681,0.6557633,-1.816895,1,9.21,0.1,0.004
457272074059147264,406,51876,570,36.61787,1.160532,64,0,GALAXY,GALAXY,STARBURST,0.005130642,7.335483E-06,0,32.13967,15.71538,34.86694,0.0311008,extra,1,97.34672,3.376618,-1.636912,1,8.72,0.1,0.004
461667645662455808,410,51816,177,43.73145,0.1110489,64,0,GALAXY,GALAXY,STARFORMING,0.01423592,6.331529E-06,0,18.02784,40.59423,10.58306,0.07441317,dr123,1,28.2966,1.688207,-2.4994,1,7.95,0,0.004
952564413007685632,846,52407,193,189.6184,4.319117,64,0,GALAXY,GALAXY,AGN,0.002602662,9.992238E-06,0,76.67883,2.840102,46.82454,0.03647995,dr123,1,5.69973,0.1882025,-1.92993,4,9.84,0,0.04
952674913926277120,846,52407,595,190.9905,5.213305,64,0,GALAXY,GALAXY,STARBURST,0.001369558,5.418429E-06,0,0,34.9732,6.701103,0.025333,dr123,1,189.9363,-9999,-3.920563,1,5.55,0,0.004
956000662259263488,849,52439,406,195.6741,5.958403,64,0,GALAXY,GALAXY,STARFORMING,0.009605092,5.820174E-06,0,0,35.47245,5.781941,0.03802432,dr123,1,35.53593,-9999,-2.810449,1,7.73,0,0.004
713886547941812224,634,52164,240,309.4582,-6.090794,96,0,GALAXY,GALAXY,BROADLINE,0.01283863,6.923161E-06,0,99.38297,2.77648,45.73814,0.06114468,dr123,1,0.9574548,0.1222063,-2.26619,4,10.16,0,0.02
713922282069714944,634,52164,370,309.4814,-4.58344,64,0,GALAXY,GALAXY,STARFORMING,0.01282839,8.654661E-06,0,0,24.85629,9.626233,0.05467707,dr123,1,15.01767,0.5328512,-2.278055,1,8.11,0,0.004
605759197811861504,538,52029,91,223.7887,1.100632,64,0,GALAXY,GALAXY,,0.005721366,9.170121E-06,0,850,-3,3.43063,0.04873724,dr123,1,28.63021,6.582328,-3.186474,1,6.9,0,0.01
606989825999923200,539,52017,472,225.4109,1.870187,64,0,GALAXY,GALAXY,STARFORMING,0.007179188,8.150855E-06,0,0,31.42091,7.659025,0.05555761,dr123,1,27.18722,1.121095,-3.045443,1,7.61,0,0.004
1127051964945819648,1001,52670,95,162.8097,5.840021,64,0,GALAXY,GALAXY,STARFORMING,0.003338504,1.226633E-05,0,45.0328,4.931049,31.99512,0.02980565,dr123,1,5.185771,0.1931111,-3.389594,1,9.53,0,0.004
369440618142787584,328,52282,529,175.8024,-1.549943,64,0,GALAXY,GALAXY,STARFORMING,0.01992627,7.286993E-06,0,56.59178,46.58767,5.764303,0.01677327,dr123,1,29.81394,3.407784,-9999,1,8.32,0,0.004
